BORD,QI478,QI478A,QI478E1,QI478E2,QI478E3,QI478E4,QI478E5,QI478E6,QI478E7,QI478E8,QI478E9,QI478E10,QI478F1,QI478F2_A,QI478F2_B,QI478F2_C,QI478F2_D,QI478F2_E,QI478F3,QI478F4,QI478F5,QI478F6,QI478G1,QI478G2_A,QI478G2_B,QI478G2_C,QI478G3,QI478G4,QI478H1,QI478H2,QI478H3,QI478H4,QI478H5,QI478H6,QI478H7,QI478H8_A,QI478H8_B,QI478H9,QI478H10,QI478H11,QI478H12,QI478I1,QI478I2,QI478I3,QI478I4_A,QI478I4_B,QI478I5,QI478I6,QI478I7,QI478I8,QI478J1,QI478J2,QI478J3,QI478J4_A,QI478J4_B,QI478J5,QI478J6,QI478J7,QI478J8,CASEID,BIDX,ID1
1,15,0, , , , , , , , , , ,3,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413222001  2,1,2023
2,42,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1, , , , , , , , , ,      413224001  2,1,2023
2,35,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,1,1,1,1,2,2, , , , , , , , , , , , , , , , , , ,      413226001  2,2,2023
3,13,0, , , , , , , , , , ,6,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413226001  2,1,2023
2,47,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,3,2,2, , , , , , , , , ,      413302601  2,2,2023
3,17,0, , , , , , , , , , ,4,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413302601  2,1,2023
1,38,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,3,1,2, , , , , , , , , ,      413311501  4,1,2023
2,51,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,1,2,2,2, , , , , , , , , ,      413314001  2,2,2023
3,30,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,1,1,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , ,      413314001  2,1,2023
2,60,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,1,2,2,      413402001  2,1,2023
2,57,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2,2,      413404101  2,2,2023
3,57,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,2,      413404101  2,1,2023
1,13,0, , , , , , , , , , ,5,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413406001  5,1,2023
1,12,0,2,1,1,1,1,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413406101  2,1,2023
2,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,1,2,1,2,2, , , , , , , , , ,      413406301  2,1,2023
2,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,2,2,1,2, , , , , , , , , ,      413407801  4,1,2023
3,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1,      413410901  2,1,2023
4,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,2,2,2, , , , , , , , , ,      413500901  2,1,2023
2,42,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,1,2,2, , , , , , , , , ,      413501501  2,1,2023
1,14,0, , , , , , , , , , ,6,2,2,2,2,2,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413502501  1,1,2023
2,27,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,2,1,1,2,3,2,2, , , , , , , , , , , , , , , , , , ,      413505601  2,1,2023
4,38,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,2,1,2,3, , , , , , , , , ,      413508501  3,1,2023
1,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,2,2,2, , , , , , , , , ,      413510901  2,1,2023
3,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,1,1,2,      413600401  6,1,2023
1,62,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,1,2,1,2,1,      413603801  1,1,2023
2,17,0, , , , , , , , , , ,5,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413604301  1,1,2023
1,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,2,2,1, , , , , , , , , ,      413608601  6,1,2023
2,49,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2,2, , , , , , , , , ,      413612101  2,1,2023
4,61,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,2,2,      413700101  2,2,2023
5,30,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,1,1,1,1,2,1,2,2, , , , , , , , , , , , , , , , , , ,      413700101  2,1,2023
8,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,3,1,2, , , , , , , , , ,      413700301  2,1,2023
1,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,2,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , ,      413702301  1,1,2023
1,53,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,2,2,2,1, , , , , , , , , ,      413702501  3,1,2023
1,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,2,      413704801  2,2,2023
2,27,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,1,1,1,1,3,2,2, , , , , , , , , , , , , , , , , , ,      413704801  2,1,2023
1,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1, , , , , , , , , ,      413802501  2,1,2023
3,67,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,3,1,2,      413802701  1,2,2023
4,12,0,3,1,1,1,1,2,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413802701  1,1,2023
2,17,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413803001  2,1,2023
2,10,0,4,1,1,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413901201  1,1,2023
3,53,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,1,3,2,1, , , , , , , , , ,      413903101  1,1,2023
2,42,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,2,1, , , , , , , , , ,      413903701  2,1,2023
1,13,0, , , , , , , , , , ,5,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413903901  2,1,2023
1,66,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,2,2,1,      414003401  2,2,2023
2,30,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,2,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      414003401  2,1,2023
1,61,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,2,2,1,      414003501  2,2,2023
2,9,0,2,2,1,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      414003501  2,1,2023
3,54,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,1,2,2,2, , , , , , , , , ,      414003901  1,1,2023
2,20,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      414005501  2,1,2023
5,25,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , , , , ,      414104201  2,1,2023
4,15,0, , , , , , , , , , ,6,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      414104301  4,1,2023
3,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      414105101  2,1,2023
2,11,0,4,2,2,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      414106402  2,1,2023
4,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,2,1,1,1,3,2,1, , , , , , , , , , , , , , , , , , ,      414200101  1,1,2023
1,32,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      414200801  5,1,2023
2,43,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,2,2,1, , , , , , , , , ,      414201401  2,2,2023
3,11,0,5,1,1,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      414201401  2,1,2023
3,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,1,3,2,3, , , , , , , , , ,      414201501  2,1,2023
2,34,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,1,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , ,      414202501  1,2,2023
1,13,0, , , , , , , , , , ,5,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      414202901  3,1,2023
1,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,2,1,1,1,1,      414204401  3,1,2023
2,15,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      414206801  1,1,2023
3,43,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,1,2,1, , , , , , , , , ,      414207501  2,2,2023
4,12,0,6,1,1,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      414207501  2,1,2023
3,57,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,2,      414303901  4,1,2023
1,42,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,2,2, , , , , , , , , ,      414305201  2,2,2023
1,22,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      414310501  3,1,2023
3,14,0, , , , , , , , , , ,6,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      414310601  3,1,2023
2,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,2,1,1,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , ,      414315901  2,1,2023
1,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      414316301  1,1,2023
2,44,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,2,2,1,2, , , , , , , , , ,      414402101  2,1,2023
2,54,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,2,1,2,2, , , , , , , , , ,      414404302  2,1,2023
1,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,1,3,      414404701  4,1,2023
2,69,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,2,2,      414408901  1,2,2023
3,34,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      414408901  1,1,2023
1,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,3,2,1, , , , , , , , , ,      414409601  2,1,2023
2,24,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,2,2,1,1,1,1,2,2,1, , , , , , , , , , , , , , , , , , ,      414410601  2,1,2023
1,52,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,3,1,1, , , , , , , , , ,      414500601  5,2,2023
2,18,0, , , , , , , , , , ,6,1,2,2,2,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      414500601  5,1,2023
2,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,3,2,2,      414501101  2,1,2023
5,19,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      414501901  2,1,2023
2,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1, , , , , , , , , ,      414505403  2,1,2023
2,43,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,3,2,2, , , , , , , , , ,      414506701  1,1,2023
8,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,3,2,1, , , , , , , , , ,      414509101  1,1,2023
4,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,8,1, , , , , , , , , ,      414512501  2,1,2023
2,38,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,2, , , , , , , , , ,      414512501  6,1,2023
1,18,0, , , , , , , , , , ,5,2,1,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      414600402  2,1,2023
3,24,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,2,2,1,1,1,2,2,1,2, , , , , , , , , , , , , , , , , , ,      414601901  2,1,2023
1,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2,      414602801  3,2,2023
2,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,2, , , , , , , , , ,      414602801  3,1,2023
2,47,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2,1, , , , , , , , , ,      414701201  1,1,2023
2,52,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,2,2,1, , , , , , , , , ,      414701601  2,1,2023
2,36,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,1,1,2,2,2,2, , , , , , , , , , , , , , , , , , ,      414704201  1,1,2023
1,54,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,2,2,2, , , , , , , , , ,      414707201  2,1,2023
2,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      414708303  2,1,2023
1,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , , , , ,      414710701  2,1,2023
1,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,3,1,4,      414712102  6,1,2023
3,47,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,3,1,1, , , , , , , , , ,      414801301  4,1,2023
2,38,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1, , , , , , , , , ,      414801401  3,1,2023
1,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,3,1,3, , , , , , , , , ,      414807401  2,1,2023
1,28,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      414808801  3,1,2023
4,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,1,3,1,3, , , , , , , , , ,      414813701  2,1,2023
2,57,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,1,1,1,      414816501  6,1,2023
3,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2,      414904401  2,1,2023
1,12,0,2,2,1,1,2,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      414907901  4,1,2023
3,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,1,1,1,      414908901  1,1,2023
2,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,1,2,4,      414910801  1,1,2023
1,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,1,2,      414911901  2,1,2023
2,43,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,1,2, , , , , , , , , ,      415002202  1,1,2023
1,53,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2, , , , , , , , , ,      415004102  2,2,2023
2,26,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,1,3,2,1, , , , , , , , , , , , , , , , , , ,      415004102  2,1,2023
2,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      415004201  2,1,2023
1,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,1,2,1,      415008701  4,1,2023
2,25,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,2,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , ,      415013201  2,1,2023
2,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1,      415014901  1,1,2023
1,18,0, , , , , , , , , , ,6,1,2,1,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      415101601  1,1,2023
1,42,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1, , , , , , , , , ,      415101901  4,1,2023
2,28,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,1,2,1,1,1,3,2,2, , , , , , , , , , , , , , , , , , ,      415106501  2,1,2023
4,61,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2,      415114001  2,2,2023
5,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,2,2,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      415114001  2,1,2023
2,53,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,1,2,1,3, , , , , , , , , ,      415119901  2,1,2023
2,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      415123401  2,2,2023
3,35,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      415123401  2,1,2023
6,36,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,3,1,1, , , , , , , , , , , , , , , , , , ,      415202101  2,2,2023
1,16,0, , , , , , , , , , ,6,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      415202301  3,1,2023
3,19,0, , , , , , , , , , , , , , , , , , , , ,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      415211401  1,1,2023
1,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,1,1,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , ,      415300401  3,1,2023
2,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,1,2,      415301801  2,2,2023
6,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,1,2,1,      415302401  2,2,2023
5,64,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,1,2,      415309501  2,2,2023
6,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,1,1, , , , , , , , , ,      415309501  2,1,2023
2,18,0, , , , , , , , , , ,6,2,1,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      415310101  1,1,2023
1,22,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      415314301  5,1,2023
1,35,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , , , , ,      415316401  5,1,2023
2,52,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,1,2,1, , , , , , , , , ,      415400301  2,1,2023
3,37,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,1,2,3,1,2, , , , , , , , , ,      415403301  4,1,2023
3,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,2,2,1,2,1, , , , , , , , , ,      415407801  2,1,2023
3,13,0, , , , , , , , , , ,4,2,2,2,2,2,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      415409101  8,1,2023
1,20,0, , , , , , , , , , , , , , , , , , , , ,1,1,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      415501001  4,1,2023
1,70,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1,      415501101  6,2,2023
2,19,0, , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      415501101  6,1,2023
4,61,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,2,      415507001  2,1,2023
2,69,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,1,2,1,      415509201  1,1,2023
3,27,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,1,3,1,2, , , , , , , , , , , , , , , , , , ,      415509701  2,1,2023
1,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,1,2,      415603501  4,3,2023
2,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,2, , , , , , , , , ,      415603501  4,2,2023
3,27,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , ,      415603501  4,1,2023
4,53,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,1, , , , , , , , , ,      415603601  2,1,2023
