BORD,QI478,QI478A,QI478E1,QI478E2,QI478E3,QI478E4,QI478E5,QI478E6,QI478E7,QI478E8,QI478E9,QI478E10,QI478F1,QI478F2_A,QI478F2_B,QI478F2_C,QI478F2_D,QI478F2_E,QI478F3,QI478F4,QI478F5,QI478F6,QI478G1,QI478G2_A,QI478G2_B,QI478G2_C,QI478G3,QI478G4,QI478H1,QI478H2,QI478H3,QI478H4,QI478H5,QI478H6,QI478H7,QI478H8_A,QI478H8_B,QI478H9,QI478H10,QI478H11,QI478H12,QI478I1,QI478I2,QI478I3,QI478I4_A,QI478I4_B,QI478I5,QI478I6,QI478I7,QI478I8,QI478J1,QI478J2,QI478J3,QI478J4_A,QI478J4_B,QI478J5,QI478J6,QI478J7,QI478J8,CASEID,BIDX,ID1
1,19,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      510506101  2,1,2023
5,44,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,1,3,2,2, , , , , , , , , ,      510508201  2,2,2023
6,14,0, , , , , , , , , , ,6,1,1,1,2,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      510508201  2,1,2023
3,47,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,2,2,2, , , , , , , , , ,      510603001  1,1,2023
2,18,0, , , , , , , , , , ,5,2,2,2,2,2,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      510605401  3,1,2023
1,45,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,3,2,1, , , , , , , , , ,      510609801  2,1,2023
4,65,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,2,1,1,2,2,      510616501  2,2,2023
5,27,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,2,1,1,2,2, , , , , , , , , , , , , , , , , , ,      510616501  2,1,2023
1,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,2,      510616901  2,2,2023
2,17,0, , , , , , , , , , ,6,1,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      510616901  2,1,2023
2,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,1, , , , , , , , , ,      510702701  2,1,2023
1,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,1,2,1,      510705101  3,1,2023
3,17,0, , , , , , , , , , ,3,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      510707001  1,1,2023
1,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2,1, , , , , , , , , ,      510707701  1,2,2023
2,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,2,1,1, , , , , , , , , ,      510707701  1,1,2023
2,19,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      510710901  4,1,2023
1,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,2,2, , , , , , , , , ,      510801701  2,1,2023
3,24,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,1,1,2,1,2,2, , , , , , , , , , , , , , , , , , ,      510802401  2,1,2023
1,64,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,1,1,      510804701  1,1,2023
3,17,0, , , , , , , , , , ,6,2,1,1,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      510806901  1,1,2023
1,48,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      510807201  2,1,2023
2,9,0,3,1,1,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      510811301  1,1,2023
2,23,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      510812001  2,1,2023
1,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,2,2,2, , , , , , , , , ,      510900901  1,1,2023
2,54,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,2,1,1,1,2,2,2,1, , , , , , , , , ,      510901501  2,1,2023
1,45,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,1, , , , , , , , , ,      510903201  1,2,2023
1,43,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,2,1,1, , , , , , , , , ,      511006101  1,2,2023
2,10,0,3,1,1,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511006101  1,1,2023
3,17,0, , , , , , , , , , ,6,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511010101  1,1,2023
1,42,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,1,1,1,1, , , , , , , , , ,      511101601  2,1,2023
1,32,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      511101801  2,1,2023
2,15,0, , , , , , , , , , ,6,1,2,2,2,2,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511101901  2,1,2023
4,28,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,2,1,1,1,2,3,2,2, , , , , , , , , , , , , , , , , , ,      511102801  1,1,2023
2,36,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      511106401  2,1,2023
3,22,0, , , , , , , , , , , , , , , , , , , , ,2,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511106501  1,1,2023
6,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1,      511203701  2,1,2023
1,13,0, , , , , , , , , , ,6,1,1,2,1,2,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511203901  1,1,2023
3,17,0, , , , , , , , , , ,6,1,1,2,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511204201  2,1,2023
1,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,1, , , , , , , , , ,      511204501  2,1,2023
4,34,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,3,2,1, , , , , , , , , , , , , , , , , , ,      511206201  1,1,2023
1,48,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1, , , , , , , , , ,      511206301  2,1,2023
2,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,2,2,      511300701  2,1,2023
4,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,2,1,1,2,1,2,2, , , , , , , , , , , , , , , , , , ,      511300901  2,1,2023
4,14,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511305801  2,1,2023
1,37,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,1,2,3,2,2, , , , , , , , , ,      511311401  4,1,2023
1,65,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      511311601  6,2,2023
2,44,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,2,1, , , , , , , , , ,      511311601  6,1,2023
2,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      511400601  1,1,2023
1,62,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,2,2,      511400901  2,2,2023
2,11,0,4,2,1,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511400901  2,1,2023
4,65,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2,      511402701  2,2,2023
5,37,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2,1, , , , , , , , , ,      511402701  2,1,2023
2,47,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,1,1,2,1,2,1, , , , , , , , , ,      511406801  2,1,2023
1,42,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,2, , , , , , , , , ,      511406901  2,1,2023
3,54,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,2,1,1,2,1,1,1, , , , , , , , , ,      511504701  2,1,2023
1,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,1,1,1,1,      511504901  1,1,2023
3,10,0,2,1,1,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511505001  1,1,2023
1,67,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,2,2,      511506201  2,2,2023
2,18,0, , , , , , , , , , ,6,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511506201  2,1,2023
1,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,2,1, , , , , , , , , ,      511506301  1,1,2023
1,45,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,2,1,2,1, , , , , , , , , ,      511506501  2,2,2023
2,26,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , ,      511506501  2,1,2023
1,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,2,2,2,1, , , , , , , , , ,      511506601  2,1,2023
4,14,0, , , , , , , , , , ,4,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511506701  2,1,2023
2,60,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2,      511600201  1,1,2023
1,13,0, , , , , , , , , , ,4,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511603001  3,1,2023
1,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,2,2,      511603201  3,2,2023
2,69,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,1,2,2,      511603801  1,2,2023
1,60,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,1,2,1,      511605501  2,2,2023
2,10,0,3,1,1,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511605501  2,1,2023
1,63,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1,      511705401  2,1,2023
1,9,0,5,1,2,1,2,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511707201  4,1,2023
3,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,1,2,2, , , , , , , , , ,      511707503  1,1,2023
2,13,0, , , , , , , , , , ,6,2,2,2,2,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511709501  3,1,2023
1,61,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      511709901  2,2,2023
2,18,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511709901  2,1,2023
2,52,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,3,2,2, , , , , , , , , ,      511714601  4,2,2023
3,52,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,2, , , , , , , , , ,      511714601  4,1,2023
3,60,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,8,      511800401  2,2,2023
4,20,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511800401  2,1,2023
2,67,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1,      511801001  6,2,2023
3,27,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,1,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , ,      511801001  6,1,2023
1,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,1,1,2,2,2, , , , , , , , , ,      511806301  4,1,2023
2,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,1,1,1,3,2,2, , , , , , , , , , , , , , , , , , ,      511816001  5,1,2023
2,14,0, , , , , , , , , , ,6,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511818801  2,1,2023
2,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1,      511901401  2,1,2023
1,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,      511902101  1,1,2023
1,15,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511902301  1,1,2023
1,16,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      511906301  5,1,2023
1,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,1,3,2,2, , , , , , , , , ,      511907501  2,1,2023
2,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , , , , ,      511908701  2,1,2023
1,49,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,2,3,2,1, , , , , , , , , ,      512002601  1,1,2023
2,52,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,1,1,1,2,3,2,1, , , , , , , , , ,      512004501  2,1,2023
2,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,1,1,2,1, , , , , , , , , ,      512103301  2,1,2023
1,10,0,4,1,1,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512105701  5,1,2023
2,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,1, , , , , , , , , ,      512110001  2,1,2023
4,65,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,1,2,      512111301  1,1,2023
1,37,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,3,2,2, , , , , , , , , ,      512112501  6,1,2023
1,17,0, , , , , , , , , , ,5,2,2,2,2,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512119801  4,1,2023
2,60,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,1,1,2,1,      512204401  2,1,2023
1,63,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1,      512204401  6,2,2023
1,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,1,1,1,2,2,2, , , , , , , , , ,      512207701  5,1,2023
2,9,0,2,1,2,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512210301  1,1,2023
1,28,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      512210401  1,1,2023
1,70,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      512215001  1,2,2023
2,24,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,2,2,1,2,2,1,2,2, , , , , , , , , , , , , , , , , , ,      512215001  1,1,2023
1,28,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,2,1,1,1,1,1,3,2,2, , , , , , , , , , , , , , , , , , ,      512300201  5,1,2023
2,54,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,2,2,1, , , , , , , , , ,      512301401  1,2,2023
3,19,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512301401  1,1,2023
1,48,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,1, , , , , , , , , ,      512302901  1,1,2023
1,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,1,3, , , , , , , , , , , , , , , , , , ,      512302901  5,1,2023
3,11,0,2,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512304701  2,1,2023
2,48,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,2,2,1,2,1, , , , , , , , , ,      512307801  1,1,2023
2,18,0, , , , , , , , , , ,6,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512401001  2,1,2023
4,63,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1,      512404801  2,1,2023
1,25,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,2,2,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      512405301  2,1,2023
5,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,2,1,      512407501  1,1,2023
4,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,2,2,1,2,2, , , , , , , , , ,      512407901  2,1,2023
5,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1,1,1,1,1,1,2,2, , , , , , , , , , , , , , , , , , ,      512503801  2,1,2023
1,13,0, , , , , , , , , , ,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512508601  1,1,2023
2,14,0, , , , , , , , , , ,4,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512510401  1,1,2023
1,44,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,1,2,2,2, , , , , , , , , ,      512511501  2,1,2023
3,32,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,2,2, , , , , , , , , , , , , , , , , , ,      512516301  2,1,2023
4,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,2,1,1,1,1,3,2,1, , , , , , , , , , , , , , , , , , ,      512516601  1,1,2023
1,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,2,2,8,      512601501  1,2,2023
2,16,0, , , , , , , , , , ,6,1,2,2,1,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512601501  1,1,2023
2,13,0, , , , , , , , , , ,4,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512601901  2,1,2023
3,32,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,1,1,1,3,2,1, , , , , , , , , , , , , , , , , , ,      512606701  2,1,2023
3,69,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,1,8,      512608201  2,1,2023
2,16,0, , , , , , , , , , ,6,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512608202  2,1,2023
1,20,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512610401  4,1,2023
1,68,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,1,2,2,2,      512611101  4,2,2023
2,11,0,5,1,1,1,2,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512611101  4,1,2023
1,11,0,3,2,1,1,1,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512702301  4,1,2023
1,64,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,1,2,1,      512702301  6,1,2023
2,52,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,1,3,1,2, , , , , , , , , ,      512710201  2,2,2023
3,52,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,1,1,2, , , , , , , , , ,      512710201  2,1,2023
2,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,1,1,2,2,      512713601  3,1,2023
2,11,0,4,1,1,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512714801  2,1,2023
1,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,2,2,2, , , , , , , , , ,      512800901  1,1,2023
4,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2,1,      512802201  1,1,2023
6,61,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,1,2,1,      512802901  1,1,2023
1,63,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2,      512803401  2,2,2023
2,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,2,1,1,1,2,1,2,2, , , , , , , , , , , , , , , , , , ,      512803401  2,1,2023
2,61,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,2,2,      512810001  1,1,2023
2,10,0,3,2,1,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512810801  2,1,2023
3,32,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,1,1,1,1,1,3,1,3, , , , , , , , , , , , , , , , , , ,      512811401  2,1,2023
1,31,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , , , , ,      512904301  4,2,2023
2,36,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,3,2,2, , , , , , , , , , , , , , , , , , ,      512904601  3,1,2023
3,35,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,2,2,1,1,1,2,1,2,2, , , , , , , , , , , , , , , , , , ,      512907801  1,1,2023
3,18,0, , , , , , , , , , ,6,2,2,2,2,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      512908301  3,1,2023
4,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,1, , , , , , , , , ,      513000501  2,1,2023
3,49,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,1,2,1, , , , , , , , , ,      513001301  2,1,2023
1,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1,2,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      513001601  2,1,2023
4,49,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1, , , , , , , , , ,      513004701  1,2,2023
5,26,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,2,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      513004701  1,1,2023
3,23,0, , , , , , , , , , , , , , , , , , , , ,1,2,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      513005301  2,1,2023
